,,,,,,,Electron Removal Energies (Ionization Potentials) of Atoms and Atomic Ions (eV),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Charge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atomic #,Element,Symbol,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103
12,Magnesium,Mg,1.80,2.52,7.65,7.39,65.11,29.12,32.00,45.49,38.26,40.94,62.10,39.44,1394.31,200.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,Aluminum,Al,1.50,5.16,5.55,12.84,9.62,91.54,33.83,36.67,51.27,42.90,45.47,68.62,43.25,1643.98,218.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,Silicon,Si,2.30,5.97,6.76,8.19,17.15,11.65,121.63,38.50,41.23,57.04,47.58,50.25,74.99,47.06,1914.21,235.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,Phosphorus,P,3.80,6.67,9.74,9.28,10.43,21.24,13.58,155.40,43.15,46.03,62.53,52.27,55.06,81.34,50.94,2205.17,252.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,Sulfur,S,0.00,7.71,8.28,12.98,11.45,12.43,25.37,15.46,192.90,47.80,50.80,67.95,57.30,59.64,87.76,54.81,2516.77,270.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,Chlorine,Cl,0.00,5.43,9.35,10.85,15.80,13.86,14.33,29.23,17.17,234.08,51.78,55.57,73.65,62.71,64.72,93.05,59.64,2849.12,287.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,Argon,Ar,0.00,9.12,15.76,11.87,13.11,19.07,15.21,15.99,33.31,19.14,278.99,56.24,60.27,79.30,67.84,69.64,99.03,63.26,3202.86,305.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,Potassium,K,0.00,-,3.84,27.29,14.18,15.10,21.75,16.74,18.16,37.32,20.94,327.98,60.90,64.70,85.20,72.00,74.50,106.90,65.40,3577.40,323.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,Calcium,Ca,0.00,-,6.09,5.76,39.04,16.36,17.23,24.28,18.42,20.04,41.30,22.74,380.63,65.30,69.40,91.00,76.90,79.50,113.00,70.80,3971.00,341.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,Scandium,Sc,0.00,-,6.37,6.24,11.96,48.73,18.16,19.03,27.32,20.10,21.93,45.15,24.62,437.56,69.34,74.10,96.70,81.50,85.00,119.00,74.97,4386.83,358.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,Titanium,Ti,0.00,-,6.75,6.75,13.92,15.78,56.03,20.23,21.27,29.60,21.70,23.82,49.15,26.43,496.34,75.26,78.80,102.10,87.00,90.00,125.00,79.40,4823.60,376.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,Vanadium,V,0.00,-,6.22,7.87,14.69,17.40,18.57,62.85,22.47,22.80,32.40,24.70,25.20,52.40,28.18,559.72,80.00,84.00,108.00,92.00,95.00,131.00,83.60,5281.70,394.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,Chromium,Cr,0.00,0.31,6.09,9.72,14.47,18.20,20.30,21.17,69.55,24.52,24.60,35.10,26.40,27.20,56.80,29.37,626.43,86.40,88.00,114.00,97.00,100.00,138.00,87.40,5760.30,413.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,Manganese,Mn,0.00,4.51,7.43,8.21,18.03,17.53,21.20,23.20,23.60,75.30,27.30,26.50,37.70,28.40,29.20,59.40,32.16,699.54,89.30,93.00,120.00,102.00,105.00,144.00,91.90,6260.70,431.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,Iron,Fe,0.00,-,7.75,8.29,14.46,24.15,20.20,24.10,25.88,26.08,82.54,28.50,28.10,40.60,30.20,31.20,64.80,32.26,776.74,92.00,98.00,126.00,107.00,110.00,151.00,73.00,6805.00,449.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,Cobalt,Co,6.00,3.64,7.22,9.20,16.42,17.80,28.20,22.50,26.90,28.90,28.33,89.27,29.60,31.00,43.00,32.00,33.00,67.96,34.62,850.62,107.40,98.40,132.00,111.00,116.00,157.00,100.00,7325.10,468.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,Nickel,Ni,0.00,5.67,6.48,10.53,17.02,19.71,21.16,31.94,25.00,29.00,31.00,31.60,96.40,31.00,32.00,46.00,34.00,35.00,72.08,35.98,933.94,107.00,108.00,138.00,117.00,120.00,164.00,104.20,7889.60,486.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,Copper,Cu,0.00,5.24,6.49,12.57,16.55,20.54,22.42,23.20,36.00,27.00,33.00,33.00,33.30,103.70,32.00,34.00,49.00,36.00,37.00,76.00,37.59,1026.41,107.00,112.00,144.00,122.00,126.00,170.00,109.50,8474.88,505.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,Zinc,Zn,0.00,2.62,9.39,8.57,21.76,19.68,23.20,25.40,26.00,40.00,29.00,35.00,36.00,36.80,108.90,34.30,36.00,52.00,37.00,40.00,79.00,40.00,1118.00,105.00,124.00,129.00,144.00,133.50,178.40,112.10,9082.94,523.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,Gallium,Ga,0.00,5.00,5.57,14.52,10.19,33.29,22.01,26.69,28.10,29.20,41.00,33.00,36.00,39.00,37.00,115.20,37.62,39.49,51.49,40.20,37.00,88.70,41.61,1202.69,119.00,129.00,133.00,152.90,139.10,185.00,116.43,9712.13,542.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,Germanium,Ge,3.30,4.42,6.67,8.04,18.29,11.49,47.79,22.40,29.00,31.50,36.10,39.60,33.90,40.00,41.00,40.00,120.90,39.39,41.77,53.74,47.20,34.00,93.10,43.34,1299.66,123.90,135.00,136.00,162.20,144.70,192.10,120.29,10363.13,562.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,Arsenic,As,0.40,6.93,8.98,8.80,9.76,21.78,12.50,64.97,19.40,33.00,33.00,34.00,49.00,37.00,42.00,43.00,42.00,127.60,41.22,44.08,56.00,45.10,40.00,97.70,45.09,1400.21,129.00,140.00,140.00,172.00,150.10,198.90,124.64,11036.03,581.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,Selenium,Se,0.00,5.45,7.73,11.44,9.63,12.12,25.36,13.40,73.70,28.60,35.00,36.00,36.00,51.90,40.10,43.00,47.00,44.00,133.50,42.88,46.42,58.20,47.80,41.20,102.60,46.76,1504.34,133.30,146.00,144.00,182.00,155.80,205.20,129.53,11730.96,600.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,Bromine,Br,0.00,5.57,8.45,9.78,14.41,11.30,12.40,28.90,14.40,89.80,31.20,37.00,40.00,37.00,55.00,43.00,45.00,49.00,47.00,139.30,44.69,48.81,60.20,50.80,42.20,107.60,48.57,1611.83,139.00,150.00,149.00,192.00,162.10,211.90,133.99,12448.02,620.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,Krypton,Kr,0.00,5.68,14.00,10.36,12.59,15.55,12.20,13.80,32.50,14.80,105.05,37.35,39.80,42.00,41.00,56.00,45.00,49.00,51.00,49.00,145.00,47.00,51.00,53.00,61.00,53.00,100.00,54.30,1722.70,142.00,157.00,154.00,203.00,168.00,219.00,138.08,13187.34,639.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,Rubidium,Rb,0.00,1.12,3.69,23.11,12.71,12.60,18.40,13.40,14.80,36.80,14.00,127.10,36.00,42.90,44.00,43.00,59.00,48.00,51.00,53.00,52.00,151.00,48.30,53.60,65.10,56.00,45.00,117.50,52.07,1838.73,147.70,161.00,158.00,215.00,173.00,226.00,142.87,13949.02,659.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,Strontium,Sr,0.00,0.55,5.64,5.34,31.86,14.11,14.60,19.20,15.20,16.30,39.70,15.00,147.10,37.90,46.00,46.00,45.00,63.00,50.00,53.00,57.00,52.00,158.00,50.10,55.90,67.00,60.00,46.00,122.40,53.79,1957.51,152.30,167.00,166.00,223.00,179.00,233.00,147.40,14733.19,679.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,Yttrium,Y,0.00,1.03,5.91,6.01,8.30,40.08,16.40,16.00,23.00,13.00,17.20,44.80,15.00,168.00,40.00,49.00,49.00,47.00,65.00,53.00,56.00,57.00,57.00,163.00,51.90,58.30,69.80,63.00,47.00,127.60,55.52,2079.78,157.10,172.00,168.00,239.00,185.00,240.00,151.73,15539.99,699.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,Zirconium,Zr,0.00,2.94,6.21,6.47,9.89,11.35,46.01,15.92,15.73,21.70,19.30,19.02,42.88,21.35,189.75,44.00,50.00,53.00,49.00,68.00,55.00,58.00,60.00,59.00,170.00,52.70,60.70,71.60,67.00,48.00,133.10,57.27,2205.63,162.00,177.00,173.00,253.00,191.00,247.00,155.94,16369.53,720.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,Niobium,Nb,0.00,2.49,5.86,7.24,11.04,13.26,12.25,51.51,22.94,11.00,23.20,20.80,20.28,45.82,22.49,213.91,47.50,51.00,55.00,52.00,70.00,58.00,61.00,63.00,60.00,176.00,54.60,63.10,74.30,71.00,61.00,125.90,59.07,2335.13,166.90,182.00,171.00,275.00,196.00,254.00,161.07,17221.98,740.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,Molybdenum,Mo,0.00,4.00,6.35,9.07,10.97,19.27,8.09,14.34,56.84,17.94,20.52,22.28,22.90,20.98,48.82,23.50,241.40,26.00,66.00,66.00,65.00,66.00,69.00,66.00,52.00,62.00,181.00,60.00,64.00,62.00,86.00,66.00,129.10,60.83,2468.07,171.00,188.00,182.00,284.00,203.00,261.00,165.19,18097.46,761.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,Technetium,Tc,0.00,4.13,6.73,7.98,14.28,11.46,16.00,15.00,16.00,62.00,19.00,20.90,24.10,25.00,23.08,48.92,27.55,265.45,51.00,58.00,60.00,56.00,75.00,64.00,64.00,70.00,64.00,188.00,57.60,67.90,79.50,79.00,51.00,149.00,62.28,2604.72,176.00,193.00,186.00,301.00,209.00,268.00,170.39,18996.14,782.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,Ruthenium,Ru,0.00,2.48,6.28,9.40,11.71,16.53,14.00,17.00,17.00,17.00,68.40,19.60,21.90,25.10,26.00,24.90,52.10,28.25,293.75,53.00,61.00,61.00,60.00,76.00,67.00,67.00,72.00,66.00,194.00,59.70,70.30,82.00,84.00,51.00,155.00,64.04,2744.96,181.00,197.00,194.00,317.00,215.00,275.00,174.72,19918.17,803.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,Rhodium,Rh,2.90,-,6.32,10.62,12.98,10.94,21.00,17.00,17.00,18.10,19.90,72.51,20.49,24.10,24.90,29.00,25.58,57.42,27.00,323.00,55.00,63.00,64.00,63.00,77.00,70.00,71.00,72.00,70.00,200.00,60.90,72.70,85.40,88.00,52.00,160.00,66.22,2888.78,185.00,203.00,194.00,340.00,221.00,283.00,179.26,20863.72,824.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,Palladium,Pd,0.00,5.80,7.77,11.09,13.50,13.07,15.00,23.10,16.90,19.00,21.00,19.00,78.57,21.43,26.00,25.00,31.00,27.10,57.90,31.00,352.00,59.00,64.00,67.00,65.00,80.00,73.00,72.00,76.00,72.00,206.00,62.20,75.10,87.70,93.00,54.00,165.00,67.87,3035.13,191.00,208.00,197.00,362.00,227.00,290.00,184.10,21832.94,846.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,Silver,Ag,0.00,5.79,6.27,13.90,13.35,14.17,16.00,17.00,24.00,19.00,20.00,22.00,21.00,83.46,22.54,27.00,26.00,34.00,27.43,60.57,31.87,384.13,61.00,67.00,69.00,67.00,82.00,77.00,74.00,78.00,75.00,212.00,63.50,77.50,91.00,98.00,54.00,171.00,69.99,3186.01,195.00,213.00,204.00,381.00,233.00,298.00,189.30,22826.02,868.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,Cadmium,Cd,0.00,3.17,8.99,7.91,20.57,13.52,16.90,19.10,18.00,25.10,19.90,23.00,22.00,23.00,87.00,24.00,29.00,27.00,36.00,31.55,60.45,33.19,416.81,63.00,69.00,72.00,70.00,83.00,80.00,77.00,81.00,77.00,217.00,65.90,80.00,93.10,104.00,55.00,177.00,71.61,3340.39,200.00,218.00,203.00,410.00,239.00,305.00,193.95,23843.12,890.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,Indium,In,2.60,2.06,5.40,13.08,9.16,25.97,15.30,20.70,19.00,21.10,25.90,22.00,23.00,25.00,23.00,92.00,27.00,28.00,29.00,37.00,35.11,62.89,33.38,449.62,66.00,72.00,74.00,73.00,85.00,83.00,79.00,84.00,79.00,223.00,67.50,82.50,96.00,110.00,56.00,182.00,73.77,3497.23,205.00,223.00,216.00,426.00,246.00,312.00,199.14,24884.45,912.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,Tin,Sn,5.40,5.59,6.23,7.29,15.87,10.23,31.54,21.72,18.90,22.10,21.00,28.00,24.00,24.00,26.00,24.00,97.00,28.00,30.00,29.00,40.00,31.00,71.00,34.35,484.65,68.00,74.00,78.00,74.00,87.00,88.00,80.00,87.00,81.00,230.00,68.10,84.90,99.00,117.00,56.00,188.00,75.50,3658.50,210.00,228.00,221.00,451.00,259.00,313.00,203.95,25950.19,935.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,Antimony,Sb,3.60,7.13,7.56,8.02,8.67,18.90,11.80,52.00,9.00,22.00,23.00,23.00,29.00,24.00,27.00,27.00,25.00,103.00,27.00,32.00,31.00,42.00,32.00,73.00,36.26,520.74,71.00,75.00,81.00,77.00,88.00,92.00,83.00,88.00,85.00,236.00,76.00,83.00,79.00,139.00,87.00,161.00,85.00,3814.00,215.00,238.00,223.00,497.00,253.00,315.00,214.48,27040.55,958.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,Tellurium,Te,0.00,5.83,7.04,9.59,9.36,9.45,21.34,11.95,66.30,6.00,24.00,24.10,23.90,30.00,27.00,27.00,29.00,26.00,107.00,30.00,31.00,33.00,44.00,34.00,76.00,37.12,557.88,73.00,78.00,83.00,80.00,89.00,96.00,86.00,90.00,87.00,243.00,77.00,86.00,80.00,148.00,88.00,166.00,87.00,3981.00,221.00,242.00,229.00,526.00,259.00,322.00,219.83,28155.69,981.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,Iodine,I,1.70,6.84,7.39,8.68,13.87,7.36,11.16,22.85,13.24,63.20,20.19,26.00,23.90,26.10,32.00,28.00,28.00,30.00,28.00,112.00,30.00,34.00,32.00,48.00,34.00,79.00,38.76,596.24,75.00,81.00,86.00,81.00,92.00,99.00,88.00,94.00,88.00,250.00,79.00,88.00,82.00,156.00,94.00,166.00,89.50,4151.50,263.00,200.00,244.00,557.00,266.00,329.00,225.10,29295.89,1004.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,Xenon,Xe,0.00,2.16,12.13,8.85,11.15,10.08,11.94,12.56,24.90,14.38,73.86,22.16,27.02,25.98,26.00,33.00,29.00,31.00,30.00,26.00,119.00,33.00,34.00,34.00,50.00,36.00,82.00,39.03,635.97,78.00,82.00,89.00,84.00,93.00,104.00,90.00,96.00,91.00,256.00,81.00,89.00,85.00,164.00,93.00,175.00,90.80,4326.20,229.00,255.00,238.00,589.00,272.00,338.00,229.40,30461.32,1027.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,Cesium,Cs,0.00,-,3.42,19.26,10.04,9.81,13.00,13.10,13.80,27.19,15.52,87.69,19.70,28.00,28.00,27.00,36.00,30.00,31.00,32.00,31.00,121.00,32.00,37.00,34.00,53.00,38.00,84.00,41.07,675.93,80.00,85.00,91.00,88.00,93.00,108.00,93.00,99.00,93.00,261.00,84.00,92.00,86.00,173.00,96.00,178.00,93.00,4504.00,235.00,260.00,242.00,624.00,279.00,345.00,234.78,31652.29,1051.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,Barium,Ba,0.00,0.10,5.07,4.79,25.84,11.19,10.97,13.00,15.00,15.00,29.53,15.99,94.48,26.10,28.90,29.00,29.00,36.00,32.00,33.00,33.00,32.00,126.00,33.00,38.00,35.00,57.00,37.00,89.00,41.60,718.40,81.00,88.00,94.00,89.00,95.00,114.00,93.00,103.00,95.00,267.00,87.00,93.00,87.00,185.00,97.00,187.00,90.00,4686.00,239.00,266.00,246.00,662.00,284.00,353.00,240.42,32868.94,1076.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,Lanthanum,La,0.00,-,5.11,5.48,8.12,30.77,11.65,12.40,14.00,17.00,14.00,32.42,17.35,106.23,28.00,29.00,32.00,29.00,38.00,33.00,34.00,35.00,33.00,130.00,35.00,39.00,36.00,59.00,41.00,89.00,44.09,760.91,84.00,90.00,95.00,93.00,97.00,118.00,96.00,104.00,97.00,276.00,86.00,97.00,89.00,194.00,99.00,189.00,96.00,4869.00,245.00,270.00,253.00,699.00,290.00,363.00,244.40,34111.59,1100.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,Cerium,Ce,0.00,-,4.91,5.31,9.35,16.56,28.79,12.05,13.40,15.00,19.00,15.00,32.00,20.24,119.76,28.00,31.00,32.00,32.00,37.00,37.00,34.00,36.00,34.00,136.00,36.00,39.00,38.00,62.00,41.00,95.00,43.53,804.47,86.00,93.00,98.00,95.00,98.00,122.00,100.00,106.00,100.00,281.00,89.00,98.00,92.00,204.00,102.00,193.00,98.00,5057.00,249.00,276.00,258.00,739.00,298.00,370.00,249.85,35380.45,1125.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,Praseodymium,Pr,0.00,-,4.51,5.08,11.07,17.36,18.55,24.47,15.00,15.00,19.00,17.00,14.00,34.00,21.02,132.98,28.00,34.00,33.00,33.00,38.00,38.00,36.00,37.00,36.00,140.00,37.00,40.00,40.00,65.00,43.00,96.00,45.94,849.06,89.00,94.00,102.00,96.00,101.00,127.00,101.00,109.00,103.00,286.00,92.00,100.00,93.00,217.00,103.00,198.00,100.00,5248.00,254.00,281.00,262.00,784.00,303.00,379.00,254.89,36675.82,1150.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,Neodymium,Nd,0.00,-,5.36,5.20,11.38,18.30,19.60,24.00,15.00,15.00,22.00,16.00,16.00,27.00,26.00,22.00,146.00,31.00,33.00,36.00,33.00,40.00,40.00,36.00,40.00,36.00,145.00,37.00,43.00,39.00,71.00,43.00,99.00,47.42,895.58,90.00,97.00,104.00,100.00,102.00,131.00,103.00,113.00,104.00,293.00,94.00,102.00,95.00,229.00,106.00,201.00,104.00,5440.00,260.00,286.00,267.00,829.00,310.00,388.00,259.66,37997.93,1175.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,Promethium,Pm,0.00,4.03,5.45,5.32,11.40,18.80,20.59,23.31,16.00,15.00,22.00,17.00,19.00,28.00,27.00,19.00,21.00,161.00,32.00,35.00,37.00,35.00,40.00,42.00,38.00,41.00,37.00,149.00,40.00,42.00,42.00,73.00,45.00,103.00,47.70,942.30,93.00,99.00,106.00,103.00,103.00,137.00,105.00,113.00,109.00,300.00,94.00,105.00,98.00,240.00,110.00,205.00,105.00,5639.00,263.00,293.00,271.00,877.00,317.00,396.00,265.26,39347.03,1201.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,Samarium,Sm,0.00,-,5.48,5.43,12.33,18.00,21.26,27.34,13.00,15.00,23.00,17.00,21.00,29.00,29.00,20.00,19.00,30.50,167.50,32.00,37.00,38.00,36.00,41.00,44.00,40.00,40.00,40.00,154.00,40.00,44.00,43.00,77.00,46.00,106.00,49.60,989.40,95.00,103.00,107.00,106.00,105.00,141.00,109.00,116.00,110.00,306.00,97.00,107.00,98.00,256.00,110.00,211.00,107.00,5839.00,268.00,298.00,277.00,927.00,324.00,404.00,270.85,40723.26,1228.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,Europium,Eu,0.00,1.11,5.55,5.58,13.67,17.78,20.30,25.00,17.00,15.00,24.00,17.00,22.00,30.00,30.00,20.00,18.00,30.00,33.40,173.60,35.00,37.00,40.00,37.00,42.00,46.00,40.00,43.00,41.00,158.00,41.00,46.00,43.00,82.00,47.00,110.00,50.06,1038.94,96.00,106.00,110.00,107.00,108.00,146.00,111.00,119.00,112.00,313.00,98.00,110.00,100.00,269.00,110.00,219.00,109.00,6042.00,273.00,304.00,282.00,979.00,332.00,412.00,276.58,42127.32,1254.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,Gadolinium,Gd,0.00,1.92,6.01,5.94,8.54,23.37,20.76,24.24,17.00,17.00,21.00,21.00,18.00,30.00,33.00,22.00,20.00,31.00,33.00,28.00,185.00,36.00,38.00,41.00,39.00,42.00,49.00,41.00,44.00,42.00,163.00,42.00,47.00,44.00,88.00,47.00,113.00,51.35,1088.65,99.00,107.00,114.00,109.00,110.00,152.00,112.00,126.00,110.00,320.00,100.00,111.00,103.00,284.00,115.00,221.00,111.00,6248.00,279.00,309.00,286.00,1036.00,338.00,422.00,281.57,43559.33,1281.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,Terbium,Tb,0.00,2.67,5.43,5.66,10.39,17.88,26.71,23.50,18.00,17.00,18.00,25.00,18.00,30.00,34.00,20.00,24.00,31.00,33.00,35.00,33.60,186.40,38.00,39.00,42.00,40.00,44.00,50.00,43.00,45.00,43.00,168.00,43.00,48.00,45.00,92.00,50.00,116.00,51.38,1139.62,102.00,109.00,117.00,111.00,111.00,158.00,115.00,125.00,116.00,325.00,103.00,113.00,105.00,300.00,117.00,226.00,114.00,6456.00,284.00,315.00,291.00,1095.00,345.00,431.00,287.00,45018.25,1310.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,Dysprosium,Dy,0.00,1.00,5.59,5.73,11.13,18.67,20.61,30.92,17.00,17.00,25.00,18.00,22.00,32.00,35.00,20.00,21.00,32.00,34.00,33.00,32.00,34.00,199.00,38.00,41.00,43.00,41.00,45.00,52.00,45.00,45.00,45.00,173.00,43.00,50.00,46.00,97.00,52.00,118.00,53.74,1190.26,105.00,111.00,119.00,114.00,114.00,162.00,118.00,127.00,118.00,333.00,104.00,116.00,106.00,316.00,121.00,230.00,116.00,6669.00,289.00,320.00,296.00,1158.00,351.00,441.00,292.06,46508.49,1336.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
